СЛОВО           | ЧАСТОТА
Итоговый        | 2
ИФ              | 2
дополненный     | 2
Оснащенность    | 2
денежным        | 2
довольствием    | 2
престижности    | 2
отличало        | 2
Першуткин       | 2
Фрадков         | 2
Горнин          | 2
ФЦП             | 2
Линьков         | 2
Отмечаем        | 2
Нашивки         | 2
Давыдов         | 2
проинспектировал | 2
Бураков         | 2
швейным         | 2
ПОЭЗ            | 2
Моссада         | 2
сенсоры         | 2
дружественных   | 2
жизнеспособности | 2
МЕГАПИР         | 2
Незараженный    | 2
любезный        | 2
приму           | 2
